"MUN","AGEB","NOM_LOC","POBTOT","TVIVPARHAB"
"087","0117","Total AGEB urbana",3965,"873"
"087","0314","Total AGEB urbana",5119,"1111"
"087","0136","Total AGEB urbana",3849,"953"
"087","0155","Total AGEB urbana",2707,"583"
"087","0278","Total AGEB urbana",6852,"1443"
"087","0282","Total AGEB urbana",1350,"309"
"087","0297","Total AGEB urbana",4085,"863"
"087","0085","Total AGEB urbana",2001,"422"
"087","016A","Total AGEB urbana",3054,"621"
"087","0174","Total AGEB urbana",927,"197"
"087","0189","Total AGEB urbana",1132,"228"
"087","0329","Total AGEB urbana",362,"69"
"087","0102","Total AGEB urbana",3321,"737"
"087","0155","Total AGEB urbana",2765,"615"
"087","0333","Total AGEB urbana",4411,"1287"
"087","0348","Total AGEB urbana",2353,"709"
"087","0352","Total AGEB urbana",4393,"1267"
"088","0000","Total del municipio",104677,"25558"
"088","0059","Total AGEB urbana",5061,"1172"
"088","0063","Total AGEB urbana",3040,"830"
"088","0078","Total AGEB urbana",3883,"1051"
"088","0114","Total AGEB urbana",588,"160"
"088","0133","Total AGEB urbana",765,"210"
"088","0167","Total AGEB urbana",701,"171"
"088","0398","Total AGEB urbana",5104,"1301"
"088","0148","Total AGEB urbana",2855,"711"
"088","035A","Total AGEB urbana",3439,"784"
"088","0082","Total AGEB urbana",4167,"874"
"088","0203","Total AGEB urbana",1794,"364"
"088","0241","Total AGEB urbana",1243,"267"
"088","0330","Total AGEB urbana",260,"60"
"088","0379","Total AGEB urbana",0,"*"
"088","042A","Total AGEB urbana",78,"18"
"088","0294","Total AGEB urbana",3269,"812"
"088","0148","Total AGEB urbana",3120,"797"
"088","0400","Total AGEB urbana",4415,"1066"
"088","028A","Total AGEB urbana",3807,"934"
"088","010A","Total AGEB urbana",2579,"599"
"088","0148","Total AGEB urbana",3061,"808"
"088","010A","Total AGEB urbana",2919,"737"
"088","0434","Total AGEB urbana",4683,"1039"
"088","0415","Total AGEB urbana",4982,"1235"
"089","0000","Total del municipio",11359,"2876"
"089","0060","Total AGEB urbana",354,"93"
"089","0075","Total AGEB urbana",175,"50"
"089","0111","Total AGEB urbana",2088,"540"
"089","0126","Total AGEB urbana",2097,"530"
"089","0130","Total AGEB urbana",1525,"382"
"089","0145","Total AGEB urbana",64,"14"
"089","015A","Total AGEB urbana",123,"35"
"089","0037","Total AGEB urbana",2776,"689"
"090","0000","Total del municipio",90518,"21103"
"090","0146","Total AGEB urbana",4394,"1090"
"090","0150","Total AGEB urbana",4758,"875"
"090","0165","Total AGEB urbana",2472,"586"
"090","0199","Total AGEB urbana",5382,"1314"
"090","0201","Total AGEB urbana",6095,"1445"
"090","024A","Total AGEB urbana",622,"157"
"090","0273","Total AGEB urbana",288,"64"
"090","031A","Total AGEB urbana",349,"78"
"090","0362","Total AGEB urbana",252,"59"
"090","0216","Total AGEB urbana",3069,"711"
"090","0220","Total AGEB urbana",2789,"660"
"090","0292","Total AGEB urbana",103,"20"
"090","0305","Total AGEB urbana",32,"7"
"090","0324","Total AGEB urbana",827,"195"
"090","0339","Total AGEB urbana",310,"67"
"090","0381","Total AGEB urbana",73,"18"
"090","0288","Total AGEB urbana",3351,"794"
"090","0269","Total AGEB urbana",3548,"827"
"090","0112","Total AGEB urbana",2562,"626"
"090","0127","Total AGEB urbana",3982,"902"
"090","0235","Total AGEB urbana",1170,"274"
"090","0254","Total AGEB urbana",882,"185"
"090","0343","Total AGEB urbana",271,"64"
"090","0358","Total AGEB urbana",99,"24"
"090","0023","Total AGEB urbana",5508,"1207"
"090","0377","Total AGEB urbana",777,"162"
"090","0076","Total AGEB urbana",5988,"1560"
"090","017A","Total AGEB urbana",4265,"918"
"090","0184","Total AGEB urbana",3036,"716"
"090","0057","Total AGEB urbana",6329,"1565"
"091","0000","Total del municipio",65459,"16139"
"091","004A","Total AGEB urbana",7085,"1772"
"091","0054","Total AGEB urbana",1264,"329"
"091","0069","Total AGEB urbana",7107,"1728"
"091","0088","Total AGEB urbana",6873,"1547"
"091","0092","Total AGEB urbana",5472,"1364"
"091","0158","Total AGEB urbana",3742,"924"
"091","0162","Total AGEB urbana",1518,"358"
"091","0177","Total AGEB urbana",5437,"1357"
"091","0181","Total AGEB urbana",6065,"1667"
"091","0196","Total AGEB urbana",4708,"1204"
"091","0209","Total AGEB urbana",332,"72"
"091","0213","Total AGEB urbana",494,"136"
"091","0266","Total AGEB urbana",197,"46"
"091","0302","Total AGEB urbana",2534,"553"
"091","0073","Total AGEB urbana",6063,"1525"
"091","0285","Total AGEB urbana",3400,"765"
"092","0000","Total del municipio",58507,"15798"
"092","0085","Total AGEB urbana",690,"194"
"092","0136","Total AGEB urbana",5383,"1478"
"092","0189","Total AGEB urbana",3122,"916"
"092","0193","Total AGEB urbana",3668,"1006"
"092","0206","Total AGEB urbana",2593,"725"
"092","0210","Total AGEB urbana",3363,"911"
"092","0225","Total AGEB urbana",1936,"549"
"092","0244","Total AGEB urbana",525,"126"
"092","0259","Total AGEB urbana",388,"105"
"092","0263","Total AGEB urbana",408,"110"
"092","0278","Total AGEB urbana",244,"58"
"092","0297","Total AGEB urbana",1176,"293"
"092","0314","Total AGEB urbana",1079,"277"
"092","0032","Total AGEB urbana",2730,"689"
"092","009A","Total AGEB urbana",254,"66"
"092","0102","Total AGEB urbana",821,"227"
"092","0117","Total AGEB urbana",681,"170"
"092","0051","Total AGEB urbana",3133,"919"
"092","0121","Total AGEB urbana",199,"58"
"092","0140","Total AGEB urbana",3023,"782"
"092","0155","Total AGEB urbana",2292,"632"
"092","0282","Total AGEB urbana",727,"181"
"092","016A","Total AGEB urbana",2279,"579"
"092","0174","Total AGEB urbana",3436,"984"
"092","030A","Total AGEB urbana",28,"11"
"092","0066","Total AGEB urbana",2913,"712"
"092","0066","Total AGEB urbana",3866,"1002"
"093","0000","Total del municipio",32564,"8422"
"093","0063","Total AGEB urbana",2198,"586"
"093","0078","Total AGEB urbana",1201,"360"
"093","0082","Total AGEB urbana",1181,"317"
"093","0133","Total AGEB urbana",719,"196"
"093","0148","Total AGEB urbana",658,"176"
"093","0152","Total AGEB urbana",706,"200"
"093","0167","Total AGEB urbana",75,"23"
"093","010A","Total AGEB urbana",2809,"723"
"093","0114","Total AGEB urbana",1712,"412"
"093","0129","Total AGEB urbana",1456,"376"
"093","0171","Total AGEB urbana",368,"93"
"093","0190","Total AGEB urbana",150,"36"
"093","0203","Total AGEB urbana",43,"11"
"093","0059","Total AGEB urbana",2634,"682"
"093","0059","Total AGEB urbana",3209,"795"
"093","0186","Total AGEB urbana",4234,"1035"
"094","0000","Total del municipio",20500,"5115"
"094","0037","Total AGEB urbana",5027,"1280"
"094","0056","Total AGEB urbana",2385,"582"
"094","0060","Total AGEB urbana",3080,"780"
"094","0075","Total AGEB urbana",4353,"1056"
"094","0111","Total AGEB urbana",99,"23"
"094","008A","Total AGEB urbana",896,"233"
"094","0094","Total AGEB urbana",1370,"370"
"094","0107","Total AGEB urbana",48,"12"
"095","0000","Total del municipio",103696,"27116"
"095","0091","Total AGEB urbana",548,"144"
"095","0104","Total AGEB urbana",4295,"1153"
"095","0119","Total AGEB urbana",2867,"690"
"095","0161","Total AGEB urbana",869,"276"
"095","0176","Total AGEB urbana",3209,"898"
"095","0180","Total AGEB urbana",0,"0"
"095","0195","Total AGEB urbana",1721,"488"
"095","0208","Total AGEB urbana",2244,"678"
"095","0212","Total AGEB urbana",3796,"1044"
"095","0227","Total AGEB urbana",2709,"688"
"095","0231","Total AGEB urbana",6407,"1635"
"095","0246","Total AGEB urbana",3430,"978"
"095","0250","Total AGEB urbana",1505,"445"
"095","0265","Total AGEB urbana",5764,"1699"
"095","0405","Total AGEB urbana",892,"214"
"095","041A","Total AGEB urbana",15,"5"
"095","0477","Total AGEB urbana",8,"3"
"095","0481","Total AGEB urbana",0,"0"
"095","0335","Total AGEB urbana",3966,"1046"
"095","027A","Total AGEB urbana",3699,"894"
"095","0284","Total AGEB urbana",3303,"818"
"095","0299","Total AGEB urbana",3584,"890"
"095","0369","Total AGEB urbana",201,"52"
"095","0015","Total AGEB urbana",105,"28"
"095","0301","Total AGEB urbana",4323,"1091"
"095","0316","Total AGEB urbana",3004,"778"
"095","0320","Total AGEB urbana",3057,"810"
"095","0388","Total AGEB urbana",270,"78"
"095","0392","Total AGEB urbana",245,"59"
"095","0424","Total AGEB urbana",163,"37"
"095","034A","Total AGEB urbana",3370,"880"
"095","0458","Total AGEB urbana",3874,"955"
"095","0462","Total AGEB urbana",3589,"905"
"095","0439","Total AGEB urbana",4362,"1046"
"095","0443","Total AGEB urbana",4029,"980"
"096","0000","Total del municipio",39489,"10664"
"096","014A","Total AGEB urbana",6201,"1670"
"096","0154","Total AGEB urbana",4160,"1128"
"096","0169","Total AGEB urbana",2930,"816"
"096","0173","Total AGEB urbana",2382,"693"
"096","0188","Total AGEB urbana",3478,"948"
"096","0192","Total AGEB urbana",3442,"903"
"096","0205","Total AGEB urbana",642,"161"
"096","021A","Total AGEB urbana",594,"167"
"096","0224","Total AGEB urbana",1774,"490"
"096","0262","Total AGEB urbana",90,"32"
"096","0277","Total AGEB urbana",4,"*"
"096","0120","Total AGEB urbana",3340,"912"
"096","0065","Total AGEB urbana",1035,"283"
"096","007A","Total AGEB urbana",792,"215"
"096","0084","Total AGEB urbana",1342,"359"
"096","0099","Total AGEB urbana",1852,"500"
"096","0101","Total AGEB urbana",1416,"372"
"096","0116","Total AGEB urbana",913,"263"
"096","0239","Total AGEB urbana",58,"15"
"096","0243","Total AGEB urbana",10,"3"
"096","0258","Total AGEB urbana",61,"14"
"097","0000","Total del municipio",18482,"4586"
"097","0058","Total AGEB urbana",2915,"769"
"098","0000","Total del municipio",5736,"1450"
"098","0040","Total AGEB urbana",2003,"511"
"098","0055","Total AGEB urbana",1943,"491"
"098","006A","Total AGEB urbana",1158,"287"
"099","0000","Total del municipio",277562,"72078"
"099","0781","Total AGEB urbana",4801,"1602"
"099","0796","Total AGEB urbana",3972,"1253"
"099","0813","Total AGEB urbana",4399,"1415"
"099","0828","Total AGEB urbana",2598,"849"
"099","0832","Total AGEB urbana",3318,"1023"
"099","0847","Total AGEB urbana",1269,"418"
"099","0936","Total AGEB urbana",3210,"886"
"099","0940","Total AGEB urbana",2149,"601"
"099","0955","Total AGEB urbana",1466,"432"
"099","1309","Total AGEB urbana",3554,"1113"
"099","1313","Total AGEB urbana",4755,"1414"
"099","160A","Total AGEB urbana",1367,"67"
"099","1614","Total AGEB urbana",2198,"229"
"099","1741","Total AGEB urbana",3690,"1040"
"099","1756","Total AGEB urbana",4406,"1162"
"099","1760","Total AGEB urbana",4231,"1092"
"099","153A","Total AGEB urbana",2880,"708"
"099","1879","Total AGEB urbana",2717,"715"
"099","1050","Total AGEB urbana",4448,"1098"
"099","1120","Total AGEB urbana",146,"37"
"099","1135","Total AGEB urbana",193,"39"
"099","1597","Total AGEB urbana",3832,"994"
"099","0870","Total AGEB urbana",2746,"741"
"099","1046","Total AGEB urbana",657,"175"
"099","114A","Total AGEB urbana",305,"76"
"099","1169","Total AGEB urbana",20,"6"
"099","1173","Total AGEB urbana",89,"24"
"099","0387","Total AGEB urbana",3397,"848"
"099","0777","Total AGEB urbana",8537,"2144"
"099","1686","Total AGEB urbana",7266,"1860"
"099","089A","Total AGEB urbana",2524,"521"
"099","0902","Total AGEB urbana",509,"113"
"099","1582","Total AGEB urbana",3603,"896"
"099","0226","Total AGEB urbana",3532,"785"
"099","0724","Total AGEB urbana",2893,"644"
"099","0739","Total AGEB urbana",869,"194"
"099","0989","Total AGEB urbana",425,"105"
"099","0669","Total AGEB urbana",2809,"730"
"099","1510","Total AGEB urbana",16,"4"
"099","1737","Total AGEB urbana",862,"210"
"099","0349","Total AGEB urbana",6914,"1735"
"099","0565","Total AGEB urbana",3077,"762"
"099","057A","Total AGEB urbana",2942,"695"
"099","1084","Total AGEB urbana",668,"177"
"099","1281","Total AGEB urbana",104,"20"
"099","0620","Total AGEB urbana",2203,"584"
"099","0635","Total AGEB urbana",1835,"450"
"099","0654","Total AGEB urbana",2237,"592"
"099","1296","Total AGEB urbana",28,"8"
"099","1794","Total AGEB urbana",266,"75"
"099","1826","Total AGEB urbana",1255,"95"
"099","0457","Total AGEB urbana",2725,"650"
"099","1690","Total AGEB urbana",2131,"619"
"099","1703","Total AGEB urbana",1583,"492"
"099","0014","Total AGEB urbana",3619,"969"
"099","0885","Total AGEB urbana",3104,"784"
"099","096A","Total AGEB urbana",1794,"435"
"099","0974","Total AGEB urbana",883,"221"
"099","1192","Total AGEB urbana",149,"34"
"099","1205","Total AGEB urbana",240,"54"
"099","121A","Total AGEB urbana",285,"77"
"099","1224","Total AGEB urbana",132,"33"
"099","1718","Total AGEB urbana",2564,"664"
"099","0029","Total AGEB urbana",2807,"646"
"099","1258","Total AGEB urbana",3671,"893"
"099","0758","Total AGEB urbana",1770,"478"
"099","0762","Total AGEB urbana",2011,"568"
"099","0851","Total AGEB urbana",4921,"1331"
"099","0866","Total AGEB urbana",3147,"820"
"099","032A","Total AGEB urbana",3633,"919"
"099","0512","Total AGEB urbana",1204,"296"
"099","0527","Total AGEB urbana",684,"175"
"099","0584","Total AGEB urbana",338,"82"
"099","1239","Total AGEB urbana",141,"36"
"099","1243","Total AGEB urbana",333,"91"
"099","1811","Total AGEB urbana",90,"19"
"099","1559","Total AGEB urbana",6594,"1648"
"099","1563","Total AGEB urbana",6848,"1704"
"099","071A","Total AGEB urbana",4401,"1165"
"099","1417","Total AGEB urbana",693,"183"
"099","1436","Total AGEB urbana",10,"3"
"099","1578","Total AGEB urbana",1935,"491"
"099","1667","Total AGEB urbana",1962,"599"
"099","1671","Total AGEB urbana",1243,"363"
"099","1544","Total AGEB urbana",3251,"825"
"099","1262","Total AGEB urbana",2460,"669"
"099","1864","Total AGEB urbana",3722,"1098"
"099","1807","Total AGEB urbana",2399,"694"
"099","1722","Total AGEB urbana",2147,"543"
"099","1830","Total AGEB urbana",3739,"748"
"099","1648","Total AGEB urbana",2103,"599"
"099","1652","Total AGEB urbana",2483,"684"
"099","0033","Total AGEB urbana",1644,"438"
"099","0048","Total AGEB urbana",1392,"361"
"099","0052","Total AGEB urbana",5656,"1444"
"099","0067","Total AGEB urbana",3032,"775"
"099","0071","Total AGEB urbana",953,"298"
"099","0368","Total AGEB urbana",2785,"663"
"099","1845","Total AGEB urbana",2711,"641"
"099","185A","Total AGEB urbana",3089,"732"
"099","178A","Total AGEB urbana",4249,"1020"
"099","1629","Total AGEB urbana",1675,"623"
"099","1633","Total AGEB urbana",2324,"618"
"099","1775","Total AGEB urbana",1725,"494"
"100","0000","Total del municipio",47044,"12202"
"100","0040","Total AGEB urbana",2233,"617"
"100","0055","Total AGEB urbana",4148,"1050"
"100","006A","Total AGEB urbana",144,"38"
"100","0110","Total AGEB urbana",2645,"696"
"100","0125","Total AGEB urbana",3447,"892"
"100","013A","Total AGEB urbana",4618,"1202"
"100","0178","Total AGEB urbana",657,"188"
"100","0021","Total AGEB urbana",2385,"620"
"100","0074","Total AGEB urbana",1840,"480"
"100","0089","Total AGEB urbana",2155,"556"
"100","0144","Total AGEB urbana",11,"3"
"100","0159","Total AGEB urbana",28,"7"
"100","0163","Total AGEB urbana",1229,"314"
"100","0182","Total AGEB urbana",2855,"713"
"100","0197","Total AGEB urbana",2042,"532"
"100","020A","Total AGEB urbana",2624,"691"
"100","0214","Total AGEB urbana",2305,"622"
"100","0229","Total AGEB urbana",1343,"369"
"100","0233","Total AGEB urbana",3211,"759"
"100","0248","Total AGEB urbana",1936,"510"
"100","0252","Total AGEB urbana",2424,"634"
"101","0000","Total del municipio",84259,"20101"
"101","0122","Total AGEB urbana",2184,"591"
"101","0141","Total AGEB urbana",3887,"990"
"101","0156","Total AGEB urbana",5818,"1567"
"101","0230","Total AGEB urbana",863,"220"
"101","0086","Total AGEB urbana",4133,"941"
"101","0368","Total AGEB urbana",6755,"1573"
"101","0372","Total AGEB urbana",2394,"544"
"101","0048","Total AGEB urbana",6140,"1334"
"101","0207","Total AGEB urbana",3174,"657"
"101","0211","Total AGEB urbana",2396,"559"
"101","0279","Total AGEB urbana",408,"95"
"101","0283","Total AGEB urbana",96,"19"
"101","0298","Total AGEB urbana",449,"90"
"101","0315","Total AGEB urbana",471,"93"
"101","0353","Total AGEB urbana",929,"207"
"101","0160","Total AGEB urbana",3538,"837"
"101","0175","Total AGEB urbana",2988,"727"
"101","018A","Total AGEB urbana",1634,"364"
"101","025A","Total AGEB urbana",2029,"460"
"101","0264","Total AGEB urbana",93,"19"
"101","032A","Total AGEB urbana",637,"150"
"101","0334","Total AGEB urbana",213,"49"
"101","0349","Total AGEB urbana",167,"42"
"101","0118","Total AGEB urbana",2627,"570"
"101","0118","Total AGEB urbana",2840,"656"
"102","0000","Total del municipio",16414,"4487"
"102","0045","Total AGEB urbana",601,"175"
"102","0083","Total AGEB urbana",84,"28"
"102","0098","Total AGEB urbana",59,"17"
"102","0100","Total AGEB urbana",50,"20"
"103","0000","Total del municipio",49196,"12817"
"103","0057","Total AGEB urbana",4760,"1287"
"103","0061","Total AGEB urbana",3489,"966"
"103","0184","Total AGEB urbana",1344,"369"
"103","0199","Total AGEB urbana",946,"251"
"103","0216","Total AGEB urbana",1329,"307"
"103","0235","Total AGEB urbana",2188,"608"
"103","0358","Total AGEB urbana",462,"107"
"103","0019","Total AGEB urbana",1031,"256"
"103","0023","Total AGEB urbana",1822,"468"
"103","0146","Total AGEB urbana",937,"233"
"103","0150","Total AGEB urbana",266,"72"
"103","0165","Total AGEB urbana",1018,"270"
"103","017A","Total AGEB urbana",175,"51"
"103","0201","Total AGEB urbana",104,"28"
"103","024A","Total AGEB urbana",645,"162"
"103","0254","Total AGEB urbana",2156,"588"
"103","0269","Total AGEB urbana",2940,"782"
"103","0273","Total AGEB urbana",3867,"979"
"103","0288","Total AGEB urbana",1123,"326"
"103","0292","Total AGEB urbana",746,"215"
"103","0305","Total AGEB urbana",3583,"883"
"103","031A","Total AGEB urbana",3785,"903"
"103","0324","Total AGEB urbana",574,"143"
"103","0339","Total AGEB urbana",289,"56"
"103","0343","Total AGEB urbana",149,"34"
"103","0112","Total AGEB urbana",2596,"720"
"104","0000","Total del municipio",672202,"199795"
"104","0016","Total AGEB urbana",3390,"1074"
"104","0020","Total AGEB urbana",13025,"1479"
"104","0035","Total AGEB urbana",3894,"1075"
"104","004A","Total AGEB urbana",3661,"1080"
"104","0069","Total AGEB urbana",3297,"928"
"104","0073","Total AGEB urbana",3478,"986"
"104","0088","Total AGEB urbana",6052,"1787"
"104","0092","Total AGEB urbana",478,"145"
"104","0105","Total AGEB urbana",2524,"877"
"104","011A","Total AGEB urbana",1860,"671"
"104","0124","Total AGEB urbana",3414,"1156"
"104","0139","Total AGEB urbana",3658,"1148"
"104","0162","Total AGEB urbana",4200,"1217"
"104","0177","Total AGEB urbana",3290,"915"
